"graf_id","docname","year","wc","country","speech_id","paragraph_text","count","disasters","emissions","global warming","renewables","total_cc","model_actions","model_reasons","about_cc","paragraph_summary","topic","reason","row_id","is_crisis","crisis_reason"
"speech80_graf10","text510",2001,128,"NOR","speech80","For the entire previous century, harnessing hydropower was a sign of the growth of the Norwegian industrial society. We have built a great deal of hydropower in Norway. We must maintain and take care of it. But we have reached a limit. Therefore, the government will propose that we not proceed with the planned development of hydropower projects in Bjøllåga, Melfjord, and Beiarn. I know that this is a decision that will provoke debate. But the benefits of these projects are not significant enough to justify the irreversible impact on nature. Untouched nature is gaining ever-increasing value. We have now reached a point where the time for major new hydropower projects in Norway is over.",1,0,0,0,4,4,"Kept count of 'hydropower'","hydropower: refers to renewable energy source and its environmental impact",1,"The Norwegian government will halt planned hydropower projects in Bjøllåga, Melfjord, and Beiarn to prioritize the preservation of untouched nature.","climate","Identified via dictionary pipeline",2501,"no","The paragraph describes a routine policy decision regarding land use and environmental preservation rather than framing the situation as an urgent threat or a crisis requiring immediate defensive action."
"speech80_graf9","text509",2001,218,"NOR","speech80","The most important thing we share is our shared environment. Environmental problems can only be solved if those of us who live today share our prosperity with those who will live here tomorrow. We have experienced some unusual weather recently. In Southern and Eastern Norway, we have scarcely seen the sun, it has rained incessantly, and we have experienced floods and record rainfall. Further west and north, there has been drought. In Sunndalsøra, the temperature was 18 degrees Celsius in December, and people were able to pick roses in the middle of Advent. One unusual winter is not proof of climate change. But changes over time tell us that we must take this seriously. The collapse of the climate negotiations in The Hague was a setback. However, it also highlights how difficult it is when the world's nations must agree on how to share the burden. I am convinced that it is possible to reach an agreement, and we are doing everything we can to contribute. Meeting the climate challenge will require effort from all of us – as a society, businesses, and as individuals. But that is where the path to the future lies.",1,2,0,5,0,7,"Kept count of 'environment' | Kept count of 'floods' | Kept count of 'record rainfall' | Kept count of 'climate' | Kept count of 'climate change'","environment: refers to the natural world and shared ecological responsibility | floods: refers to natural disasters linked to weather patterns | record rainfall: refers to extreme weather events and climate patterns | climate: refers to international negotiations on global climate policy | climate change: refers to long-term shifts in Earth's climate system",1,"The speaker addresses the urgency of climate change, the necessity of international cooperation, and the collective responsibility required to ensure a sustainable future.","climate","Identified via dictionary pipeline",2513,"yes","The paragraph explicitly frames climate change as an urgent threat requiring collective responsibility and action, which aligns with the definition of a chronic crisis framed as an urgent danger."
"speech8_graf1","text55",2017,125,"SWE","speech8","Thank you for the lovely music from the music classes at Karlbergsskolan, and thank you Elizabeth (Salomonsson) for the warm welcome. The decorations sparkle beautifully, and so does the roof of the town hall. I know you have recently installed solar panels. You are showing the way for the energy solutions of the future here in Köping. This is a region with a bright future in many ways. In October, we received the news that Northvolt plans to build its development facility just outside of Västerås. Amazon is making a major investment in three data centers in the Mälardalen region. Västmanland is not only beautiful – it is attractive to new investments.",1,0,0,0,2,2,"Kept count of 'solar' | Kept count of 'solar panels'","solar: refers to solar energy technology in an environmental context | solar panels: refers to renewable energy infrastructure",1,"The speaker highlights regional economic development and new investments in sustainable energy and technology within the Västmanland region.","climate","Identified via dictionary pipeline",2565,"no","The paragraph focuses on positive developments, specifically economic growth and new investments, which are framed as achievements rather than threats."
"speech90_graf1","text566",2002,190,"SPA","speech90","To all Spaniards, I would like, together with my family, to extend my warmest wishes for these holiday season, a time of such significance for us. I want to dedicate my first words to those families who are experiencing moments of pain or facing particular difficulties during what should be a cherished time for everyone. I am especially thinking of the many families, particularly those in Galicia, who are suffering the consequences of the ""Prestige"" disaster. Please accept all my affection. May we all, united, be able to bring an end to this tragedy as soon as possible. Prosperity, the proper functioning of institutions, and social justice are key factors in achieving the well-being of society, and we must be committed to preserving the environment. The disaster that occurred in Galicia teaches us that this must be one of our top priorities. The environment is a unique and irreplaceable legacy, a source of life and progress, which we have an obligation to pass on to future generations.",1,0,0,2,0,2,"Kept count of 'environment'","environment: refers to the natural world and ecological preservation",1,"The King extends holiday wishes while expressing solidarity with victims of the Prestige oil spill and emphasizing the importance of environmental protection.","climate","Identified via dictionary pipeline",2584,"yes","The paragraph frames the oil spill as a disaster requiring solidarity and emphasizes the urgent need for environmental protection, treating the event as a serious threat to safety and the environment."
"speech91_graf6","text580",2003,172,"SPA","speech91","Furthermore, it is our responsibility to act with solidarity and responsibility towards those who have found a new home in Spain and contribute to our growth through their work. Let us address the tragedy of illegal immigration. It breaks our hearts to see the tragic scenes of deaths resulting from human trafficking, as people leave their countries of origin and become victims of criminal organizations. We must bring the full weight of the law to bear on these organizations, and we must strengthen international cooperation. Finally, let us become increasingly aware of the immense value of our natural environment. Environmental conservation must be a priority and a concern for all. We have felt profound sadness over the deaths and material damage caused by the fires last summer. They highlighted the need for closer cooperation and coordination of all resources within the State, the Autonomous Regions, the municipalities, and among citizens, as well as promoting international collaboration.",1,1,0,1,0,2,"Kept count of 'environment' | Kept count of 'fires'","environment: refers to the natural environment and conservation efforts | fires: refers to environmental damage caused by wildfires",1,"The speech addresses the integration of immigrants, the fight against human trafficking, and the necessity of national and international cooperation for environmental conservation.","climate","Identified via dictionary pipeline",2599,"no","The summary describes policy areas like integration and human trafficking as general governance topics without using language that frames them as urgent threats, dangers, or crises requiring immediate intervention."
"speech92_graf4","text588",2004,205,"SPA","speech92","The Spanish people are asking us to continue building, together and with the same enthusiasm, a better Spain every day. A country that is socially more just, that grows in individual and collective well-being, with more and better employment, greater public safety, and more extensive healthcare and social services. They also demand affordable housing, a protected natural environment, and increased research efforts. Spain must ensure effective equality of rights and opportunities for all, full equality between men and women, and a justice system that is better equipped to be more agile and efficient. At the same time, Spanish society demands that we eradicate the causes of poverty, marginalization, and social exclusion, that we protect and assist minors and people with disabilities, and that we provide our elderly with the care and support they deserve. Let us dedicate our best efforts to combating drug use and its devastating effects, and let us collaborate to reduce traffic accidents that cause so many deaths and injuries. Thousands of volunteers, in these and other fields, set an example with their generous service to others.",1,0,0,1,0,1,"Kept count of 'environment'","environment: refers to the natural environment explicitly mentioned as needing protection",1,"The speaker outlines national priorities including social justice, economic growth, public services, equality, and the protection of vulnerable groups within Spanish society.","climate","Identified via dictionary pipeline",2606,"no","The paragraph outlines routine national priorities and policy goals such as economic growth and social justice without framing them as urgent threats or existential dangers."
"speech94_graf5","text610",2006,115,"SPA","speech94","Managing our progress with a forward-looking vision requires us to redouble our efforts in education, as well as in research and innovation, which are essential pillars for increasing competitiveness, maintaining development, and expanding our well-being. Let us cherish the extraordinary environmental wealth of Spain, so that progress is not a burden on the future, does not deplete our resources, and does not destroy our natural environment. Our sustainable development requires the most effective cooperation to protect our landscapes, forests, and coastlines with greater diligence, from devastating fires and other disasters, ensuring that industrial and urban development responds to the general interest.",1,2,0,1,0,3,"Kept count of 'environment' | Kept count of 'fires' | Kept count of 'disasters'","environment: refers to the natural environment and ecological protection | fires: refers to forest fires as an environmental threat | disasters: refers to environmental disasters affecting landscapes and nature",1,"The speech emphasizes prioritizing education, innovation, and sustainable development to ensure long-term economic competitiveness and environmental protection.","climate","Identified via dictionary pipeline",2628,"no","The paragraph focuses on long-term strategic goals and positive development rather than an urgent threat or immediate danger."
"speech95_graf6","text618",2007,86,"SPA","speech95","A better future also requires us to assume our responsibilities and seize opportunities for sustainable development, respectful of the environment, our landscapes, and our natural resources. This is not a matter for a single term in office. It requires the agreement of all political forces and the commitment of society as a whole. The celebration in 2008 of the International Exhibition in Zaragoza, dedicated to water, should allow us to demonstrate a growing commitment to environmental issues.",1,0,0,1,0,1,"Kept count of 'environment'","environment: refers to the natural environment and ecological protection",1,"The speaker calls for a long-term national commitment to sustainable development and environmental protection, highlighting the 2008 Zaragoza International Exhibition as a key opportunity.","climate","Identified via dictionary pipeline",2636,"no","The paragraph frames the topic as an opportunity for development and international cooperation rather than an urgent threat or danger requiring immediate defensive action."
"speech96_graf6","text626",2008,203,"SPA","speech96","Furthermore, the current economic crisis demonstrates to what extent we are increasingly dependent on the outside world, and we must learn to skillfully manage the defense of our interests on the global stage. Therefore, today more than ever, the international role of Spain, our institutions, companies, and professionals is important to ensure our growth, well-being, and security. This external action must be as consensual and coordinated as possible, aimed at strengthening our positions within Europe, to which we belong, and preparing for the Spanish presidency of the European Union in 2010. To this end, we must also give new impetus to our relations with the United States, strengthen our close ties with Latin America and the Mediterranean, and maintain our presence in Africa and Asia, alongside our cooperation with less developed countries. It is time to strengthen multilateral cooperation to address major challenges, from international terrorism, which we condemn with firmness and which has been so brutally manifested in Mumbai, to the international financial and economic crisis, hunger, and poverty, or the protection of the environment.",1,0,0,1,0,1,"Kept count of 'environment'","environment: refers to the protection of the natural environment",1,"The speaker outlines Spain's strategy to strengthen its international influence, economic security, and multilateral cooperation ahead of its 2010 European Union presidency.","climate","Identified via dictionary pipeline",2645,"no","The paragraph describes a strategic plan for international influence and cooperation as a routine diplomatic and governance objective rather than a response to an urgent threat."
"speech97_graf2","text632",2009,175,"SPA","speech97","We are living through complex and challenging times. The twenty-first century is entering its first decade. The world is more interconnected than ever, thanks to communications and technological advancements. It is also facing greater challenges – challenges that transcend national borders. These challenges range from the scourge of terrorism, the economic crisis, and climate change, to pandemics and drug trafficking. All of these require the joint action of nations. We have so much at stake in the years to come. The future demands strategic decisions of great significance, both at the national level, as well as within Europe and internationally. These decisions concern economic and financial matters, energy, the environment, education, and technology. All of these are essential to avoid falling behind, to defend the future of our planet, and to ensure the best possible future for the new generations. These decisions must be forward-looking and rise to the challenges before us.",1,0,0,1,0,1,"Kept count of 'climate change' | Dropped count of 'climate' | Dropped count of 'environment'","climate: Used as part of the phrase 'climate change' which is judged separately. | climate change: Explicit reference to global climate change as a global challenge. | environment: Used in a general list of policy areas without specific ecological context.",1,"The speaker emphasizes the need for international cooperation and strategic national decision-making to address global challenges like terrorism, economic crises, and climate change.","climate","Identified via dictionary pipeline",2652,"yes","The speaker explicitly frames terrorism and economic instability as global challenges that require urgent strategic action and cooperation, positioning them as active threats to national and international security."
"speech98_graf5","text646",2010,117,"SPA","speech98","Tonight, I want to reiterate that terrorism can only elicit condemnation and rejection from those of us who defend freedom and democracy. We must not lack determination to eradicate this scourge. Let us honor and support, with all our affection and solidarity, the victims of terrorist violence and their families. Furthermore, let us continue to pay close attention to those who are marginalized and excluded, working towards equal opportunities and supporting people with disabilities. Let us also redouble our efforts to combat drug abuse and to end the unacceptable violence against women. And, of course, let us take better care of our natural environment.",1,0,0,1,0,1,"Kept count of 'environment'","environment: refers explicitly to the natural environment and ecological care",1,"The speaker calls for collective action against terrorism, social inequality, drug abuse, violence against women, and environmental degradation.","climate","Identified via dictionary pipeline",2664,"yes","The speaker explicitly frames terrorism, inequality, drug abuse, and violence as urgent threats requiring collective action and intervention, which constitutes a crisis framing."
"speech116_graf8","text794",2000,119,"FRA","speech116","It must be a productive year for Europe. During the French presidency, we have made progress in areas that matter: security, employment, education, culture, and the environment. We concluded a new and positive treaty at Nice. History will record that a strong commitment was expressed there. Europe is moving forward to complete its unity, putting an end to the divisions created by the world wars and totalitarianism. This commitment is part of a vision, an ambition, the contours of which I outlined recently in Berlin. Europe is our new horizon, and I will have the opportunity to discuss this with you further.",1,0,0,0,0,0,"Dropped count of 'environment'","environment: refers to a general political or social context, not the natural environment",0,"The speaker highlights European progress in security, employment, and unity, emphasizing a commitment to further integration and a shared vision for the continent.","global","The focus is on European integration and the outcomes of the French presidency of the EU.",146,"no","The paragraph focuses on progress, unity, and a shared vision, which are framed as achievements and positive developments rather than threats requiring urgent response."
"speech119_graf2","text812",2003,141,"FRA","speech119","2003 was marked around the world by instability, tensions, and crises: the war in Iraq, terrorism, attacks, and violence in the Middle East, and the unrest in Côte d'Ivoire. Throughout, France has consistently and clearly upheld its responsibilities for peace and respect for the rule of law, and it will continue to do so. Similarly, beyond the difficulties that have always accompanied the construction of Europe, but which have never stopped it, France will continue to champion a strong vision for a Europe that serves all its citizens. Today, we face an unprecedented challenge: to equip our expanded Europe with a common framework. France, alongside Germany and our other partners, intends to be at the forefront of this great project.",1,0,0,0,0,0,NA,NA,0,"The President reviews global instability in 2003, reaffirms France's commitment to international peace, and outlines a vision for European integration and institutional development.","global","The paragraph focuses on international conflicts, global instability, and the construction of the European Union.",161,"no","The paragraph focuses on a vision for institutional development and international commitment rather than framing the instability as an urgent, active threat requiring immediate defensive action or sacrifice."
"speech120_graf3","text821",2004,127,"FRA","speech120","We must continue to act with urgency: to locate our compatriots and assist their families, to strengthen rescue efforts and humanitarian aid, and to combat the risk of epidemics. Beyond that, France and Europe are implementing exceptional measures, including a debt moratorium, to enable the reconstruction of the devastated regions and the recovery of populations who have lost everything. While we cannot, of course, prevent such disasters, it is within our power to mitigate their most devastating consequences. France will work to ensure that Europe and the United Nations quickly establish effective early warning systems and organize a genuine rapid response humanitarian force, as we have done for peace with the blue helmets.",1,0,0,0,0,0,"Dropped count of 'disasters'","disasters: refers to humanitarian crisis and reconstruction, not climate-linked natural disasters",0,"The President outlines France's humanitarian response, reconstruction efforts, and the development of international early warning systems following a natural disaster.","global","The text focuses on international humanitarian aid, debt relief, and global disaster response systems.",173,"no","The paragraph focuses on the response, reconstruction, and future prevention efforts following a disaster, rather than framing the event as an active, ongoing threat requiring immediate vigilance."
"speech120_graf5","text823",2004,93,"FRA","speech120","The Europe for which France has long been striving is a reconciled and united Europe. A Europe actively engaged, with all its strength, in promoting peace, freedom, and development. A Europe at the forefront of efforts to combat pollution and the destruction of nature. A Europe that offers all its citizens the best social guarantees and the best opportunities for employment and prosperity. A Europe that relies on nations, bringing them together to enable them to assert their influence on the world stage.",1,0,0,0,0,0,NA,NA,0,"The speaker outlines a vision for a united, influential, and environmentally conscious Europe that promotes peace, social welfare, and economic prosperity for its citizens.","global","The paragraph focuses on France's vision for a united Europe and its role on the world stage.",175,"no","The paragraph focuses on a positive, aspirational vision for the future, emphasizing prosperity, peace, and unity rather than framing any specific situation as an urgent threat or danger."
"speech121_graf9","text839",2005,70,"FRA","speech121","Europe is essential for our future. With all our partners, we have reached a good agreement on the European budget, but Europe needs more democratic, more stable, and more effective institutions. We cannot afford to wait. That is why I will quickly launch initiatives to revitalize the construction of a political Europe, a social Europe, and a Europe of projects.",1,0,0,0,0,0,NA,NA,0,"The President advocates for institutional reforms to strengthen European political, social, and project-based integration.","global","The focus is entirely on the institutional development and political future of the European Union.",189,"no","The paragraph describes institutional reform as a proactive measure for strengthening integration rather than a response to an urgent threat or danger."
"speech124_graf2","text857",2008,68,"FRA","speech124","I want to think of our soldiers who, at this very moment, are risking their lives for our safety and for peace. I want to think of their families who are enduring this painful separation. And even more so, I want to think of those who are grieving the loss of a son, a husband, a fiancé, a father.",1,0,0,0,0,0,NA,NA,0,"The President expresses gratitude and sympathy for French soldiers serving abroad, their families, and those mourning the loss of loved ones in service.","global","Focuses on the role of French soldiers serving in international conflicts.",206,"no","The paragraph is framed as an expression of gratitude and sympathy for service members and their families, which is a ceremonial and commemorative act rather than a framing of a current threat requiring urgent action."
"speech124_graf3","text858",2008,144,"FRA","speech124","It would have been disastrous if each country had acted alone, without regard for others. The initiatives I took during the French presidency of the European Union, to coordinate the actions of all Europeans and to bring together the heads of state of the world's twenty leading powers in Washington, prevented the world from sliding into a path of isolation that would have been fatal. Similarly, inaction would have been a grave mistake. I promised that similar causes would not produce the same results. France has demanded changes to promote a more ethical capitalism, to favor entrepreneurs over speculators, to penalize unacceptable excesses that rightly outraged you, and to restore a greater emphasis on human values within the economy. We will achieve results at the upcoming London summit on April 2nd.",1,0,0,0,0,0,NA,NA,0,"The President highlights international coordination during the financial crisis and advocates for global economic reforms to promote ethical capitalism and human values.","global","Discusses international coordination and global economic governance summits.",207,"no","The paragraph focuses on the past financial crisis and advocates for reforms, framing the situation as a recovery and policy-oriented discussion rather than an active, ongoing threat."
"speech124_graf8","text863",2008,52,"FRA","speech124","Finally, France will continue to act in Africa, in Asia, and of course in the Middle East, where I will be traveling next Monday, because it is France's vocation to seek paths to peace everywhere, just as it is its vocation to uphold human rights.",1,0,0,0,0,0,NA,NA,0,"The French president outlines France's commitment to promoting peace and human rights through its diplomatic engagement in Africa, Asia, and the Middle East.","global","Focuses on France's diplomatic engagement and foreign policy in various regions.",212,"no","The paragraph describes routine diplomatic engagement and the promotion of values rather than framing these regions or activities as an urgent threat or a situation requiring emergency response."
"speech126_graf8","text879",2010,81,"FRA","speech126","Throughout the year, my fellow citizens, France will bear the heavy responsibility of co-presidency of both the G20 and the G8. It will defend the idea of a more regulated, less brutal world, where interdependence requires everyone to listen to one another. It will vigorously defend France's interests, without ever abandoning its values, multilateralism, respect for human rights, the fight for development, and the imperative of protecting our planet.",1,0,0,0,0,0,NA,NA,0,"France will prioritize international cooperation, human rights, and environmental protection during its upcoming co-presidency of the G20 and G8.","global","The paragraph describes France's role in international forums like the G20 and G8 and its commitment to global multilateralism.",228,"no","The paragraph describes upcoming diplomatic priorities and international cooperation as a routine policy agenda rather than framing them as a response to an urgent threat."
"speech128_graf8","text896",2012,153,"FRA","speech128","France is also itself when it defends its values in the world. It has done so in Afghanistan. Its mission is complete. As I promised, all our combat forces have returned home for Christmas. I express my gratitude to our soldiers for their courage, and I honor the memory of those who died for France. There were 88. And I do not forget the wounded: there are more than 700. It is on the basis of these values that France supports the opposition to dictatorship in Syria, and the African peoples in their fight against the threat of terrorism in Mali. I have a special thought for our hostages, and for their families, who are living in anguish. Let them know that everything is being done to secure their release, without conceding any of our principles.",1,0,0,0,0,0,NA,NA,0,"The President discusses the withdrawal of French troops from Afghanistan, honors military casualties, and reaffirms France's commitment to international security and hostage liberation.","global","Focuses on foreign military missions, international conflicts, and hostage situations.",245,"no","The paragraph focuses on the conclusion of a military mission, honoring casualties, and general security commitments rather than framing an active, ongoing threat that requires urgent response or vigilance."
"speech129_graf5","text902",2013,169,"FRA","speech129","We also affirm these values in the world. France is always at the forefront – and I am proud of that – in the service of peace. It is our honor. It is our duty. That is why we intervened in Mali to fight terrorism. Why we are acting to prevent the use of chemical weapons in Syria. Why we are present in the Central African Republic to save lives and prevent children from being mutilated, as has been the case. Why we defend human rights, the dignity of women, cultural exception, and the preservation of the planet, everywhere. I salute all those who dedicate themselves to this, and especially our soldiers who are often deployed at the cost of their lives. Nine of them, I repeat, nine, have fallen for France this year. I bow my head in memory of them and renew my support to their families.",1,0,0,0,0,0,NA,NA,0,"The President highlights France's international military interventions and commitment to global human rights, while honoring soldiers who died in service this year.","global","Discusses French military interventions and foreign policy objectives.",251,"no","The paragraph focuses on honoring soldiers and affirming international commitments, which are ceremonial and commemorative actions rather than framing the current state of affairs as an urgent, ongoing threat."
"speech132_graf5","text929",2016,194,"FRA","speech132","In a world of powerful nations, both established and emerging, France must reaffirm its independence. In an international environment full of uncertainties, with a climate reminiscent of the Cold War, few countries possess, through their defense – that is, their military and foreign policy – the ability to make sovereign decisions. We do. And we must do everything to preserve this strategic freedom, because France has a role and a message to defend. We do not tolerate violations of fundamental human rights – the use of chemical weapons, massacres of civilian populations, as in Aleppo, the persecution of religious minorities, and the subjugation of women. France does not accept faits accomplis or challenges to borders. We seek solutions through dialogue, including in the Middle East and throughout the region. France is committed to the development of Africa and the reduction of inequalities, because we know that addressing migration is rooted in those issues. That is what it means to be French today, and I hope you can be proud of that.",1,0,0,0,0,0,"Dropped count of 'environment' | Dropped count of 'climate'","environment: international environment refers to the geopolitical and diplomatic landscape | climate: climate of the Cold War refers to political and diplomatic tensions",0,"The President emphasizes France's commitment to strategic independence, human rights, international dialogue, and global development as core components of its foreign policy.","global","Discusses France's foreign policy, international standing, and global human rights advocacy.",279,"no","The paragraph describes core components of foreign policy and national values rather than framing any specific situation as an urgent threat or danger."
"speech133_graf6","text940",2017,258,"FRA","speech133","On the European front, 2018 will also be a decisive year. As you know, I have been fully committed to this effort, because I deeply believe that Europe is good for France, and that France cannot succeed without a stronger Europe. My dear European fellow citizens, 2018 is a special year, and I will need you this year. I hope that through these citizen consultations, you will be able to express yourselves, to say what you want for Europe, just months before our European elections, and to enable your leaders to develop a grand project. We need to rediscover European ambition, to rediscover a Europe that is more sovereign, more united, and more democratic, because that is good for our people. I deeply believe that Europe can become that economic, social, environmental, and scientific power that can compete with China and the United States, while upholding the values that have shaped us and that are our shared history. I need your determination to revitalize Europe, and I need us, together, to yield to neither nationalists nor skeptics. For my part, I will continue to work with all our European partners, and particularly with Germany. This close dialogue with our German friends is essential for any progress in Europe. It does not exclude dialogue with all our other partners, but it is the starting point.",1,0,0,0,0,0,NA,NA,0,"President Macron calls for citizen consultations and renewed European ambition to strengthen the European Union's sovereignty, unity, and global competitiveness ahead of upcoming elections.","global","The focus is entirely on European integration, international partnerships, and competing with global powers like China and the US.",289,"no","The paragraph focuses on strengthening sovereignty and ambition through consultations and political cooperation, which is framed as a proactive policy goal rather than a response to an urgent, existential threat."
"speech140_graf10","text1019",2024,146,"FRA","speech140","2024 will also be a year of decisive choices. We must choose a stronger, more sovereign Europe, guided by the legacy of Jacques Delors. An Europe that works for peace in the Middle East and on our own continent, continuing to support the Ukrainian people, and with them, our security, our freedom, and our values. Next June, you will have the opportunity to decide whether to continue strengthening our European sovereignty in the face of peril: to stand with Russia and support the Ukrainians, or to yield to authoritarian powers in Ukraine; to continue building Europe, or to stall it; to pursue ecological and economic progress, or to turn back; to assert the strength of liberal democracies, or to succumb to the lies that sow chaos.",1,0,0,0,0,0,NA,NA,0,"The President outlines the importance of the 2024 European elections in determining the future of European sovereignty, support for Ukraine, and democratic values.","global","The paragraph focuses on European sovereignty and international foreign policy choices.",360,"yes","The paragraph frames the upcoming elections as a critical juncture for the survival of democratic values and sovereignty, treating the potential outcome as a serious threat to the integrity of the European project."
"speech141_graf10","text1032",1997,234,"ITA","speech141","Let me take a step further: in Africa, I was in Ethiopia and in Eritrea. There is an Italian school in Ethiopia, with Italian teachers, as there is in Asmara. In Addis Ababa, there are eight hundred and fifty students; in Asmara, there are one thousand two hundred. Ninety percent of them are Ethiopians and Eritreans. I would simply like to repeat what the President of Eritrea, the young President Isaias, said. He said, ""There is no doubt that colonial policies are mortifying, and are indeed mortifying. However, I must tell you, Mr. President, that Italian colonial policy – Italian, colonial – is blessed, because from that policy, this great friendship between our peoples was born. "" I was also in southern Lebanon to visit the Italian soldiers. I stopped at a memorial dedicated to those soldiers – because they are soldiers – who died in a helicopter crash. And there, we remembered; and here, with you, I remember all those who died for peace. I would like to extend a word to the families, and say: we will not forget them, we will not forget them. Military personnel and civilians, who died for peace.",1,0,0,0,0,0,NA,NA,0,"The speaker reflects on Italian educational influence in Africa and honors Italian military personnel who died while serving in peacekeeping missions.","global","The text discusses international relations, foreign schools, and military missions abroad.",373,"no","The paragraph is ceremonial and commemorative, focusing on historical influence and honoring the memory of fallen personnel rather than framing a current or ongoing threat that requires urgent action."
"speech141_graf6","text1028",1997,599,"ITA","speech141","Now, let’s look to the future. First, if I may, let me share an old thought of mine, one I had when I was still Minister of the Interior: let’s look at the Mediterranean. This sea, which is rich with millennia of civilizations – civilizations, plural – millennia! Exchanges of ideas, of art, of culture. Commercial exchanges. Today, in this sea, how much bloodshed, how much tragedy, how much! I know that when this topic is raised, various states, or perhaps a particular state, fear that someone will be poking their nose into their affairs. No, no! But I must say, with great clarity, that Europe, the European Community, cannot stand by and watch, it cannot, while people are being massacred, hundreds, thousands. It is not civilized, it is not humane, it is unthinkable. We need to find a way that is not about intruding where we have no right to, but also about preventing ourselves from standing by and watching. This sea, just the other day, served as a route for Kurds to arrive; and how many times have people of color from various parts arrived? And these criminals – a very mild term – these mercenaries, who prey on these people, then sink the ship and flee with the money. This is incredible criminality. Why can’t the countries find a common ground to find a way to punish this criminality, this exploitation of vulnerable people? Italy extends its hand. I know that there are many sensitive issues. It seems to me that the Ministry of the Interior has found a point of equilibrium. It is always difficult, without a doubt, but if people are coming because they are experiencing persecution, then the doors must be opened wide. Those who fought against the dictatorship also found open doors. It would be wrong to close the doors to those who are persecuted, to those who flee in order to survive. It is not humane! But, let me be clear, let me be clear about a certain type of politics that, in an attempt to punish states that are accused of not respecting human rights, ultimately proposes isolation. Be careful! I don’t believe in that policy. It must not happen anywhere! I don’t believe in it. I don’t think it does any good to the European Union if, at a certain moment, with that motivation. . . We must never break off dialogue. We must never! And so, let’s look at the problems from a broader perspective. On this matter of the Mediterranean, I will add only one thing: Europe without the Mediterranean is incomplete. The countries of Europe must think about this: it is incomplete! It is not just a problem for the countries that border it. No. I feel it is my duty to express my gratitude to President Herzog, President of Germany. When I made a state visit, he said to me, ""Scalfaro, whenever you talk about the Mediterranean, I am with you. ” And I felt, and I do feel, that support.",1,0,0,0,0,0,NA,NA,0,"The speaker calls for a coordinated European response to Mediterranean migration, human trafficking, and the humanitarian crisis while emphasizing the necessity of maintaining diplomatic dialogue.","global","The paragraph focuses on Mediterranean geopolitics, migration, and international dialogue.",381,"yes","The speaker explicitly labels the situation as a 'humanitarian crisis' and frames migration and human trafficking as urgent challenges requiring a coordinated response, which constitutes a threat-focused framing."
"speech142_graf10","text1045",1998,113,"ITA","speech142","And I have carried messages of peace everywhere. I have carried messages of peace, in the name of Italy, to the world. I believe that, over these seven years – excuse me if I mention a figure, perhaps an imperfect one – I have had approximately two hundred and fifty meetings with Heads of State, both individually – abroad and here in Rome, at the Quirinale – and in meetings with multiple Heads of State. The voice of Italy: peace! And I have been able to measure the esteem and respect that Italy is currently afforded, in this great resurgence.",1,0,0,0,0,0,NA,NA,0,"The President reflects on his international diplomatic efforts to promote peace and highlights the growing global respect for Italy during his seven-year tenure.","global","It summarizes the President's international diplomatic efforts and Italy's global reputation.",386,"no","The paragraph focuses on diplomatic achievements, international prestige, and positive developments rather than framing any situation as an urgent threat or danger."
"speech142_graf4","text1039",1998,192,"ITA","speech142","And there is the presence of Italy on the issue of peace. While I speak to all of you, we have, around the world, three hundred and twenty military personnel present for peacekeeping missions, for humanitarian efforts. And I send them my greetings! Certainly, there is a particular concentration in Bosnia-Herzegovina, where the military have done so much good and have had specific roles due to their professionalism and their capacity for humanity. Eighteen operations involve Italian military personnel. Thank you to you, wherever you are, carrying the Italy that wants peace, that collaborates for peace! Let us remember those who have been lost this year… Thank you. Thank you also to your families. In my opinion, these are the key areas in which Italy has made great strides. There are many others. But I prefer to place them, with a touch of humility, among those areas of suffering, where so much work has been done, so much has been achieved, but the effort continues.",1,0,0,0,0,0,NA,NA,0,"The President acknowledges the contributions of Italian military personnel serving in international peacekeeping and humanitarian missions while honoring those who have lost their lives.","global","The focus is on Italy's participation in international peacekeeping and humanitarian missions abroad.",393,"no","The paragraph is framed as a ceremonial tribute and expression of gratitude for military service rather than an urgent warning about a specific threat or ongoing emergency."
"speech143_graf11","text1060",1999,193,"ITA","speech143","We are confronted with the world’s major problems. Science has reached the forefront of understanding life, both animal and plant. Beyond that lie the allure and dangers of potentially harmful manipulations. The globalization of economic and financial markets creates new prosperity, but risks stifling productive vocations, trades, and the cultures of various peoples, and may exacerbate inequalities. The globalization of mass communication creates spaces for information for all peoples, but risks creating dependence on the choices of others, a particularly dangerous prospect for the younger generation. Great opportunities for progress and serious dangers are inextricably linked. The outcome will depend on our ability to manage these evolving phenomena, guiding them towards both good and ill; on our ability to infuse technological advancements with a strong sense of humanity and solidarity. Above all other challenges of the new century, maintaining peace is paramount. In the nuclear age, preventing new wars is essential for our very survival. We must strengthen international institutions, which are currently inadequate to ensure success in this fundamental task.",1,0,0,0,0,0,NA,NA,0,"The speaker addresses the dual nature of globalization and technological progress, emphasizing the urgent necessity of maintaining global peace and strengthening international institutions.","global","The paragraph addresses worldwide challenges such as globalization, scientific ethics, and the need for international institutions.",401,"yes","The speaker frames the need for peace and the strengthening of institutions as an urgent necessity, implying that the current state of global affairs poses a threat that requires immediate attention and action."
